site,section,title,summary,link,published,body,clustering_index
reuters,world,"Cuba in communication with US, Cuban diplomat says, as Trump tightens screws - Reuters","<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxQMmpWZ2ZYZTRfZllPUGpQSW5BdEdVSzE4VWxOaUd6TDRZR3ByLUxwSUVJVFhOckFPTXVtQU1vNzg0RmxWckRYVVBBT3p2ellSS0ZuZ283M1hUM1N3NGdqTXg5NXdrM1JYcGw0SVZSRHZCam1fZG5vUksxeEY1VE0xWjlMODNLbXdWSm50SmMyZTItYk1yQjB6NTZqS25vY2FKc1c5MDkxejR3ODdfSUxnaUZXbWZYUm1VOXNV?oc=5"" target=""_blank"">Cuba in communication with US, Cuban diplomat says, as Trump tightens screws</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQMmpWZ2ZYZTRfZllPUGpQSW5BdEdVSzE4VWxOaUd6TDRZR3ByLUxwSUVJVFhOckFPTXVtQU1vNzg0RmxWckRYVVBBT3p2ellSS0ZuZ283M1hUM1N3NGdqTXg5NXdrM1JYcGw0SVZSRHZCam1fZG5vUksxeEY1VE0xWjlMODNLbXdWSm50SmMyZTItYk1yQjB6NTZqS25vY2FKc1c5MDkxejR3ODdfSUxnaUZXbWZYUm1VOXNV?oc=5,2026-02-02 21:30:25+00:00,,
reuters,world,DHS chief says body cameras are being deployed to every field officer in Minneapolis - Reuters,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxOVE13UzQ1R2d1RXo2NUg0ZTlFb3VWYjJ3WUlaS1M1TnhOX2RLMzhTQ2ViajhDdHlacUVoYUxGdkJMcFN4Z09laEhMMHQyalBLN1NBcGdCNlJWRUlQRjdHbzN0cXRjNEtjd25FZDhEZnhWbE5rbmhkbjlZSWx2cTBlLUZjUzJ0SkdoRG9mMldhR1NjV21GRWQ2bEx6ejdOTW5NQzN0QWZjRmN3NllyQTJ4RVZYZlNLWlNNeldZ?oc=5"" target=""_blank"">DHS chief says body cameras are being deployed to every field officer in Minneapolis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOVE13UzQ1R2d1RXo2NUg0ZTlFb3VWYjJ3WUlaS1M1TnhOX2RLMzhTQ2ViajhDdHlacUVoYUxGdkJMcFN4Z09laEhMMHQyalBLN1NBcGdCNlJWRUlQRjdHbzN0cXRjNEtjd25FZDhEZnhWbE5rbmhkbjlZSWx2cTBlLUZjUzJ0SkdoRG9mMldhR1NjV21GRWQ2bEx6ejdOTW5NQzN0QWZjRmN3NllyQTJ4RVZYZlNLWlNNeldZ?oc=5,2026-02-02 21:45:58+00:00,,
reuters,world,Trump says talks with Iran ongoing - Reuters,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxORm9FeThaVE1fTjdZZFhnVzRPUThUWDBLVGxlSTlLWlRFS2JTZ25lUGRFRlpUTmJLa0RrR2tzV2ltOWVBUWJndS0tdUl0SUJyWmhvZDU1OEw1cDQwdmZvTU82QTdMRmFkTFJvaVFqandFa3RpMUlxR0txR3ozTTlHUTZJVk5KeHJfTFF2MnpaNW5Tdw?oc=5"" target=""_blank"">Trump says talks with Iran ongoing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMikgFBVV95cUxORm9FeThaVE1fTjdZZFhnVzRPUThUWDBLVGxlSTlLWlRFS2JTZ25lUGRFRlpUTmJLa0RrR2tzV2ltOWVBUWJndS0tdUl0SUJyWmhvZDU1OEw1cDQwdmZvTU82QTdMRmFkTFJvaVFqandFa3RpMUlxR0txR3ozTTlHUTZJVk5KeHJfTFF2MnpaNW5Tdw?oc=5,2026-02-02 21:54:20+00:00,,
reuters,world,Trump says US lawmakers are close to resolution on government funding - Reuters,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNcm1LRzNLbklUSW02NmgxdUJ4TU55YUptTmJoelI0RXFSSy11N2R2RGVWdGFDa3pKV1pEcVlKXzRqVjlGY2p2RkYyWmZ5QVdOVmU1NzdySjNQcDh2a183WmtMZUdZV081YkNqS3RQYjczME5TSnNEZ3hCV2pIaGVJdUpZUDBLVWY2UFB3ZFFrZnpRTGxaUEhsYTBScWktU3dDcy10NzN5SFJiU2pZ?oc=5"" target=""_blank"">Trump says US lawmakers are close to resolution on government funding</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMirAFBVV95cUxNcm1LRzNLbklUSW02NmgxdUJ4TU55YUptTmJoelI0RXFSSy11N2R2RGVWdGFDa3pKV1pEcVlKXzRqVjlGY2p2RkYyWmZ5QVdOVmU1NzdySjNQcDh2a183WmtMZUdZV081YkNqS3RQYjczME5TSnNEZ3hCV2pIaGVJdUpZUDBLVWY2UFB3ZFFrZnpRTGxaUEhsYTBScWktU3dDcy10NzN5SFJiU2pZ?oc=5,2026-02-02 22:07:43+00:00,,
reuters,world,"Trump announces US-India trade deal, tariffs on Indian products lowered to 18% - as it happened - Reuters","<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxOdVI0UUhSTV9pSkg5NURSQW5xcVVKMEducllyMi1TT2MzeGdYT0ZLSGYwMG5mSm1iQm5FWlh3UkwtZWZnTERSamc4UmdnMGJCcjV1V0VjVHRQS05CaEhKTHNxYlJVT05HeEdGeWJHYUZyejlQTTU2WmhKd3RzSnMtYVV1VTBsd3VyZ1E?oc=5"" target=""_blank"">Trump announces US-India trade deal, tariffs on Indian products lowered to 18% - as it happened</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiigFBVV95cUxOdVI0UUhSTV9pSkg5NURSQW5xcVVKMEducllyMi1TT2MzeGdYT0ZLSGYwMG5mSm1iQm5FWlh3UkwtZWZnTERSamc4UmdnMGJCcjV1V0VjVHRQS05CaEhKTHNxYlJVT05HeEdGeWJHYUZyejlQTTU2WmhKd3RzSnMtYVV1VTBsd3VyZ1E?oc=5,2026-02-02 22:39:54+00:00,,
reuters,world,Venezuela interim president Rodriguez meets with US envoy - Reuters,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxOb0IzeUZfYndYbE0yUjJBbml3eFlHeXVYWWJaVFlNeUt2aDhGMG5CY0wyWUN0aXBnUW1FSGdOdUpLamstQ2lCTzFLTF9BXzJ2RDFYLWhOM0NBemVqc256VkNYWlNSWUxJSkRUQ0llNVlOdTBjX190aHRoVWJkOUZjSHk5VnE1YzUtLVo5RVp5Q0ZtSXpDeU54M3F4MHhiTTc3QkE4?oc=5"" target=""_blank"">Venezuela interim president Rodriguez meets with US envoy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiowFBVV95cUxOb0IzeUZfYndYbE0yUjJBbml3eFlHeXVYWWJaVFlNeUt2aDhGMG5CY0wyWUN0aXBnUW1FSGdOdUpLamstQ2lCTzFLTF9BXzJ2RDFYLWhOM0NBemVqc256VkNYWlNSWUxJSkRUQ0llNVlOdTBjX190aHRoVWJkOUZjSHk5VnE1YzUtLVo5RVp5Q0ZtSXpDeU54M3F4MHhiTTc3QkE4?oc=5,2026-02-02 22:50:59+00:00,,
reuters,world,"UN to deploy ceasefire monitoring mission in Congo, Qatar says - Reuters","<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxOd3E1Rl9HMFYzOWlFVnBHVWJ1RnpOSWItWVY3c2g1VTFTbkI4cUlNV0ZZSC1tcTlyYmVaamxGTnBKTHhtNDBrb2JoaHVoMGRhRk5hN1N0YjdEVHprZnZGQ0xqdnZWT2JqeklnZGdGWHRDaWVfYUNMMWM3STQteE5RNVBfTms4RzZ5cGo4bG5qNTNibjh6bnVnTFR2clRRVy04YVdCR09RTG9RT0hTX0E?oc=5"" target=""_blank"">UN to deploy ceasefire monitoring mission in Congo, Qatar says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMirgFBVV95cUxOd3E1Rl9HMFYzOWlFVnBHVWJ1RnpOSWItWVY3c2g1VTFTbkI4cUlNV0ZZSC1tcTlyYmVaamxGTnBKTHhtNDBrb2JoaHVoMGRhRk5hN1N0YjdEVHprZnZGQ0xqdnZWT2JqeklnZGdGWHRDaWVfYUNMMWM3STQteE5RNVBfTms4RzZ5cGo4bG5qNTNibjh6bnVnTFR2clRRVy04YVdCR09RTG9RT0hTX0E?oc=5,2026-02-02 23:23:08+00:00,,
reuters,world,"Russia pounds Ukrainian energy in diplomatic snub, Zelenskiy says - Reuters","<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxNVlBuNklvRHU5MVg4THZMa2VRMmlRZVpEb2FmX0pNNlJCNXNHbS1CWW5NaG5pbUNLZG05ZDlhcHgwQUV4Tm1mbXVuV2cyaXp5ZGZyNnJkeEJPdC0xR0NYYU8tOWVTX3NXSmNPUHhWSEg2dWlDZEFEYWhCOGdPdWFsMlM1SXYxU1Q1NlhTcFRfLVB0SDM4OGRYVDQxNVNpd0g3?oc=5"" target=""_blank"">Russia pounds Ukrainian energy in diplomatic snub, Zelenskiy says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMioAFBVV95cUxNVlBuNklvRHU5MVg4THZMa2VRMmlRZVpEb2FmX0pNNlJCNXNHbS1CWW5NaG5pbUNLZG05ZDlhcHgwQUV4Tm1mbXVuV2cyaXp5ZGZyNnJkeEJPdC0xR0NYYU8tOWVTX3NXSmNPUHhWSEg2dWlDZEFEYWhCOGdPdWFsMlM1SXYxU1Q1NlhTcFRfLVB0SDM4OGRYVDQxNVNpd0g3?oc=5,2026-02-02 23:23:20+00:00,,
reuters,world,Clintons agree to testify in Epstein congressional probe ahead of contempt vote - Reuters,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxNZVB4cldhVF82aUNzVmJKMklySzBmOHhScXRnNnhRSUdpb2Zna01GNzdCVXJhS0pmRktNdGp2WmM4bkhnR2NfQURnX1dsc1I5eVB4b0pacUJXcTV4d1I4NGV4cU1RaXYwQ0JseTdFMUxpNGNxSmJ2bUI3Wk1ENms3RldBZWlxTXFLamtMY0NXOEp0N3dfTzBKRm9HN0k4OW9XNlRQRHdQd0k?oc=5"" target=""_blank"">Clintons agree to testify in Epstein congressional probe ahead of contempt vote</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNZVB4cldhVF82aUNzVmJKMklySzBmOHhScXRnNnhRSUdpb2Zna01GNzdCVXJhS0pmRktNdGp2WmM4bkhnR2NfQURnX1dsc1I5eVB4b0pacUJXcTV4d1I4NGV4cU1RaXYwQ0JseTdFMUxpNGNxSmJ2bUI3Wk1ENms3RldBZWlxTXFLamtMY0NXOEp0N3dfTzBKRm9HN0k4OW9XNlRQRHdQd0k?oc=5,2026-02-02 23:39:22+00:00,,
livemint,companies,Elon Musk's SpaceX acquires xAI in record-setting deal ahead of mega IPO,"The new deal will combine several of Elon Musk's offerings, including his AI chatbot Grok, his satellite communications company Starlink, and his social media company X.",https://www.livemint.com/companies/news/elon-musks-spacex-acquires-xai-in-record-setting-deal-ahead-of-mega-ipo-11770076490629.html,2026-02-03 00:07:51+00:00,"Billionaire Elon Musk said on Monday that his rocket venture, SpaceX, has acquired his artificial-intelligence startup xAI in a record-setting deal.
The deal will combine several of his offerings, including his AI chatbot Grok, his satellite communications company Starlink, and his social media company X.
The deal, first reported byReuterslast week, could bolster SpaceX’s data-centre ambitions as Musk competes with rivals like Alphabet's Google, Meta, Amazon-backed Anthropic and OpenAI in the AI sector.
The transaction values SpaceX at $1 trillion, and xAI at $250 billion, according to a person familiar with the matter.
SpaceX was already the world's most valuable privately held company, last valued at $800 billion in a recent insider share sale. XAI was last valued at $230 billion in November, according toThe Wall Street Journal.
The merger comes as the space company plans a blockbuster public offering this year that could value it at over $1.5 trillion, two people familiar with the matter toldReuters.
The deal further consolidates Musk's far-flung business empire and fortunes into a tighter, mutually reinforcing ecosystem – what some investors and analysts informally call the ""Muskonomy"" – which already includes Tesla, brain-chip maker Neuralink and tunnel firm the Boring Company.
The world's richest man has a history of merging his ventures together. Musk folded X into xAI through a share swap last year, giving the AI startup access to the platform’s data and distribution. In 2016, he used Tesla's stock to buy his solar energy company SolarCity.
The agreement could draw scrutiny from regulators and investors over governance, valuation and conflicts of interest given Musk's overlapping leadership roles across multiple firms, as well as the potential movement of engineers, proprietary technology and contracts between entities.
SpaceX also holds billions of dollars in federal contracts with NASA, the Department of Defense and intelligence agencies, which all have some authority to review M&A transactions for national security and other risks.
Oops! Looks like you have exceeded the limit to bookmark the image. Remove some to bookmark this image.",
reuters,world,"Jeffrey Epstein's ties to politicians, business titans and other figures - Reuters","<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNVHVlZS1VbGdFSDZualo2YkxrekJhWHQ3LV9Wck5rOVV6ZVhCNWNkNmRxSUY5N21RN1pqWUE0ZWNWSDNQN0hEcV85OTMxUU51VGdGaU9CU3VRRk43RWFqWmF3VzJHLXdCbEN4V2thb044WnBmeVllTFRBNE1vZ3BBc09ENms0Vl9tdjFjUU9GTGxka2hsdF9VZ3hpUklHd3h1R1VLa1djZ1NBM3dT?oc=5"" target=""_blank"">Jeffrey Epstein's ties to politicians, business titans and other figures</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMirAFBVV95cUxNVHVlZS1VbGdFSDZualo2YkxrekJhWHQ3LV9Wck5rOVV6ZVhCNWNkNmRxSUY5N21RN1pqWUE0ZWNWSDNQN0hEcV85OTMxUU51VGdGaU9CU3VRRk43RWFqWmF3VzJHLXdCbEN4V2thb044WnBmeVllTFRBNE1vZ3BBc09ENms0Vl9tdjFjUU9GTGxka2hsdF9VZ3hpUklHd3h1R1VLa1djZ1NBM3dT?oc=5,2026-02-03 00:12:00+00:00,,
economic_times,technology,"Shopping today is predictive, intelligent. Aye","AI is reshaping how people shop, making online experiences more intelligent, predictive and visually intuitive, according to a 2025 report by Andreessen Horowitz. Companies like OpenAI, Google and several startups are investing heavily in AI-driven shopping. Despite the excitement, retention and monetisation remain key challenges for this emerging trend.",https://economictimes.indiatimes.com/tech/artificial-intelligence/shopping-today-is-predictive-intelligent-aye/articleshow/127869900.cms,2026-02-03 00:30:00+00:00,,
